sequence_id,tof_prop_missing,gesture,pred_imu,pred_all
SEQ_032261,0.0,Neck - scratch,Forehead - scratch,Cheek - pinch skin
SEQ_032263,0.0,Write name in air,Write name in air,Write name in air
SEQ_032278,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_032295,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_032298,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032303,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032314,0.0,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair
SEQ_032321,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032332,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032335,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_032355,0.0,Neck - pinch skin,Forehead - scratch,Forehead - pull hairline
SEQ_032357,0.0,Write name in air,Write name in air,Write name in air
SEQ_032358,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_032372,0.0,Write name in air,Write name in air,Write name in air
SEQ_032389,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032402,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_032425,0.0,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline
SEQ_032431,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_032470,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_032475,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_032494,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_032495,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_032497,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_032502,0.0,Text on phone,Text on phone,Text on phone
SEQ_032504,0.0,Wave hello,Wave hello,Wave hello
SEQ_032515,0.2,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair
SEQ_032518,0.0,Wave hello,Write name in air,Wave hello
SEQ_032521,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_032523,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_032532,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_032542,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_032552,0.0,Cheek - pinch skin,Above ear - pull hair,Forehead - pull hairline
SEQ_032558,0.0,Text on phone,Text on phone,Text on phone
SEQ_032561,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_032566,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_032567,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_032569,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_032597,0.0,Neck - scratch,Neck - pinch skin,Write name in air
SEQ_032608,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_032609,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_032628,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_032634,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_032641,0.0,Write name in air,Write name in air,Write name in air
SEQ_032646,0.0,Pinch knee/leg skin,Neck - pinch skin,Pinch knee/leg skin
SEQ_032655,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_032656,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032658,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyelash - pull hair
SEQ_032672,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_032693,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_032698,0.0,Text on phone,Text on phone,Text on phone
SEQ_032705,1.0,Above ear - pull hair,Above ear - pull hair,Neck - pinch skin
SEQ_032710,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin
SEQ_032719,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_032752,0.2,Forehead - scratch,Eyelash - pull hair,Forehead - scratch
SEQ_032761,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_032768,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_032771,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_032778,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_032800,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_032806,0.0,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_032824,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_032825,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_032829,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032839,0.0,Text on phone,Above ear - pull hair,Text on phone
SEQ_032860,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_032861,0.0,Write name in air,Write name in air,Eyebrow - pull hair
SEQ_032876,0.0,Write name in air,Write name in air,Write name in air
SEQ_032882,0.0,Eyebrow - pull hair,Cheek - pinch skin,Forehead - pull hairline
SEQ_032883,0.0,Cheek - pinch skin,Neck - pinch skin,Eyelash - pull hair
SEQ_032886,0.0,Eyebrow - pull hair,Forehead - pull hairline,Cheek - pinch skin
SEQ_032889,0.0,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_032890,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_032893,0.0,Wave hello,Wave hello,Wave hello
SEQ_032897,0.0,Text on phone,Text on phone,Text on phone
SEQ_032902,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_032931,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyelash - pull hair
SEQ_032933,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_032935,0.0,Wave hello,Wave hello,Wave hello
SEQ_032945,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_032951,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_032963,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_032974,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_032975,0.0,Write name in air,Write name in air,Write name in air
SEQ_032976,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_032984,0.0,Neck - pinch skin,Forehead - pull hairline,Cheek - pinch skin
SEQ_033016,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_033017,0.0,Text on phone,Text on phone,Text on phone
SEQ_033022,0.0,Eyelash - pull hair,Neck - pinch skin,Eyelash - pull hair
SEQ_033029,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_033056,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_033061,1.0,Forehead - pull hairline,Above ear - pull hair,Neck - pinch skin
SEQ_033076,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_033097,0.0,Write name in air,Write name in air,Write name in air
SEQ_033140,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - scratch
SEQ_033163,0.0,Wave hello,Wave hello,Wave hello
SEQ_033171,0.0,Forehead - scratch,Forehead - scratch,Forehead - pull hairline
SEQ_033186,0.0,Cheek - pinch skin,Neck - scratch,Neck - scratch
SEQ_033198,0.0,Write name in air,Write name in air,Eyebrow - pull hair
SEQ_033206,0.0,Text on phone,Text on phone,Text on phone
SEQ_033216,0.0,Above ear - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_033222,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_033224,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_033227,0.0,Wave hello,Wave hello,Wave hello
SEQ_033239,0.0,Wave hello,Wave hello,Wave hello
SEQ_033241,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_033250,0.0,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline
SEQ_033252,0.0,Neck - pinch skin,Neck - scratch,Neck - scratch
SEQ_033270,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_033271,0.0,Neck - scratch,Neck - pinch skin,Neck - pinch skin
SEQ_033278,0.0,Eyelash - pull hair,Forehead - scratch,Forehead - scratch
SEQ_033289,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_033294,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_033296,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_033300,0.0,Write name in air,Write name in air,Write name in air
SEQ_033301,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_033304,0.2,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_033325,0.0,Cheek - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_033329,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_033333,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_033347,0.0,Scratch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin
SEQ_033351,0.0,Write name in air,Write name in air,Write name in air
SEQ_033355,0.0,Neck - pinch skin,Neck - scratch,Neck - scratch
SEQ_033368,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_033382,0.0,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair
SEQ_033388,0.0,Wave hello,Wave hello,Wave hello
SEQ_033391,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_033394,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_033402,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_033403,0.2,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_033431,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_033433,0.0,Text on phone,Text on phone,Text on phone
SEQ_033439,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_033441,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_033453,0.2,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_033458,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_033461,0.0,Eyelash - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_033505,0.0,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair
SEQ_033511,0.0,Wave hello,Wave hello,Wave hello
SEQ_033523,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_033529,0.0,Write name in air,Write name in air,Write name in air
SEQ_033531,0.0,Write name in air,Write name in air,Write name in air
SEQ_033538,0.0,Write name on leg,Feel around in tray and pull out an object,Scratch knee/leg skin
SEQ_033539,0.0,Text on phone,Text on phone,Text on phone
SEQ_033559,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_033571,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_033572,0.0,Text on phone,Text on phone,Text on phone
SEQ_033596,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_033608,0.2,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_033609,0.0,Wave hello,Wave hello,Wave hello
SEQ_033612,0.0,Forehead - scratch,Forehead - scratch,Forehead - pull hairline
SEQ_033640,0.0,Scratch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_033641,0.0,Write name in air,Write name in air,Write name in air
SEQ_033643,0.0,Above ear - pull hair,Cheek - pinch skin,Above ear - pull hair
SEQ_033649,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_033651,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_033668,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_033673,0.0,Scratch knee/leg skin,Write name on leg,Write name on leg
SEQ_033681,0.0,Write name in air,Write name in air,Write name in air
SEQ_033693,0.2,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_033714,0.0,Neck - pinch skin,Write name in air,Write name in air
SEQ_033722,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_033733,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_033755,0.0,Eyelash - pull hair,Forehead - scratch,Forehead - scratch
SEQ_033759,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_033765,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_033786,0.0,Text on phone,Text on phone,Text on phone
SEQ_033792,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_033816,0.0,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_033817,0.0,Forehead - scratch,Forehead - scratch,Above ear - pull hair
SEQ_033830,0.0,Text on phone,Text on phone,Text on phone
SEQ_033841,0.0,Text on phone,Text on phone,Text on phone
SEQ_033855,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_033859,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_033867,0.0,Neck - scratch,Neck - scratch,Forehead - scratch
SEQ_033883,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_033888,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_033900,0.0,Neck - pinch skin,Neck - pinch skin,Neck - scratch
SEQ_033903,0.0,Wave hello,Neck - scratch,Wave hello
SEQ_033905,0.0,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin
SEQ_033911,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_033922,1.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_033924,0.0,Text on phone,Text on phone,Text on phone
SEQ_033979,0.0,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_033984,0.0,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline
SEQ_033998,0.0,Text on phone,Text on phone,Text on phone
SEQ_034006,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_034019,0.0,Wave hello,Wave hello,Wave hello
SEQ_034024,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_034025,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_034030,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034035,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_034037,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034048,0.0,Neck - pinch skin,Neck - scratch,Write name in air
SEQ_034051,0.2,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_034072,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_034089,0.0,Feel around in tray and pull out an object,Neck - pinch skin,Pull air toward your face
SEQ_034091,0.2,Eyebrow - pull hair,Neck - pinch skin,Eyebrow - pull hair
SEQ_034092,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_034096,0.0,Write name in air,Write name in air,Write name in air
SEQ_034104,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034113,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_034120,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_034122,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_034124,0.2,Neck - scratch,Neck - scratch,Neck - pinch skin
SEQ_034129,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034132,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034137,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_034139,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_034145,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_034154,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_034160,0.0,Write name in air,Write name in air,Write name in air
SEQ_034165,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyelash - pull hair
SEQ_034175,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_034182,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_034184,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_034191,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_034195,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_034249,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_034250,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_034251,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_034259,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_034276,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034277,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_034280,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_034290,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_034299,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_034307,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_034320,0.0,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_034322,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_034324,0.0,Neck - pinch skin,Eyebrow - pull hair,Eyelash - pull hair
SEQ_034326,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_034327,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_034355,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_034359,1.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_034367,0.2,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034380,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_034397,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_034419,0.0,Neck - scratch,Forehead - pull hairline,Neck - scratch
SEQ_034424,0.0,Write name in air,Write name in air,Write name in air
SEQ_034460,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_034465,0.0,Cheek - pinch skin,Forehead - scratch,Cheek - pinch skin
SEQ_034467,0.0,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin
SEQ_034470,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_034482,0.0,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin
SEQ_034485,0.0,Wave hello,Wave hello,Wave hello
SEQ_034492,0.0,Eyelash - pull hair,Forehead - pull hairline,Eyelash - pull hair
SEQ_034514,0.0,Above ear - pull hair,Forehead - scratch,Eyebrow - pull hair
SEQ_034517,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_034518,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_034537,0.0,Cheek - pinch skin,Forehead - pull hairline,Eyebrow - pull hair
SEQ_034539,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_034543,0.0,Neck - scratch,Neck - pinch skin,Neck - pinch skin
SEQ_034566,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_034571,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_034574,0.0,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair
SEQ_034593,0.0,Wave hello,Wave hello,Pull air toward your face
SEQ_034594,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_034598,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_034605,0.0,Write name in air,Write name in air,Write name in air
SEQ_034622,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_034628,0.0,Wave hello,Write name in air,Write name in air
SEQ_034630,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_034636,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
